sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
00732,2017,02,2017-02,bbc_news_tv,control,a packed room donald trump’s close team and anyone donald tmmp’s dose team and anyone else who donald trump’s close team and anyone else who can possibly squeeze in.,joy,0.525814
00733,2017,02,2017-02,bbc_news_tv,control,trump into the white house.,neutral,0.759382
00734,2017,02,2017-02,bbc_news_tv,control,-- bill.,neutral,0.779957
00735,2017,02,2017-02,bbc_news_tv,control,some of the body that can change over time?,neutral,0.751575
00736,2017,02,2017-02,bbc_news_tv,control,"right in front of parliament, shilpa, where, in a few hours the budget will be announced by the finance minister.",neutral,0.769916
00737,2017,02,2017-02,bbc_news_tv,control,bluff.,neutral,0.713629
00738,2017,02,2017-02,bbc_news_tv,control,these issues he could very well take a stand on.,neutral,0.533155
00739,2017,02,2017-02,bbc_news_tv,control,the debate among republicans was which one was the most conservative.,neutral,0.520629
00740,2017,02,2017-02,bbc_news_tv,control,the device has been tested on people unable to speak or move.,sadness,0.407634
00741,2017,02,2017-02,bbc_news_tv,control,"this the man he replaces, justice sralia.",neutral,0.933797
00742,2017,02,2017-02,bbc_news_tv,control,we will have more from that debate a little later in the programme.,neutral,0.958214
00743,2017,02,2017-02,bbc_news_tv,control,"the british government has made its strongest criticism to date of the new trump administration, with a warning from the home secretary, amber rudd, that america’s controversial immigration ban could be used as propaganda by the islamic state group.",anger,0.796597
00744,2017,02,2017-02,bbc_news_tv,control,"and neil gorsuch also said a few words, he said he was honoured and humbled to receive this.",joy,0.956124
00745,2017,02,2017-02,bbc_news_tv,control,"when i am attacking him i am when i am attacking him lam attacking not when i am attacking him i am attacking not britain, when i am attacking him i am attacking not britain, i am attacking not britain, lam attacking attacking not britain, i am attacking somebody who wants to destroy the european union.",anger,0.985416
00746,2017,02,2017-02,bbc_news_tv,control,the republican party really does now have its hands on all the levers of power in washington.,neutral,0.931401
00747,2017,02,2017-02,bbc_news_tv,control,"nice man like president trump, president man like president tmmp, president erdogan, they man like president trump, president erdogan, they are just impatient to abandon their normal protectionism and give us access don’t let me be too cynical, i hope that is right.",anger,0.757767
00748,2017,02,2017-02,bbc_news_tv,control,but i decided to use train?,surprise,0.829483
00749,2017,02,2017-02,bbc_news_tv,control,you talk about power.,neutral,0.414442
00750,2017,02,2017-02,bbc_news_tv,control,"ministers also want to pardon thousands of prisoners convicted of offences in which the financial damage was valued at less than $50,000.",anger,0.337266
00751,2017,02,2017-02,bbc_news_tv,control,corruption crisis before it became public the previous year.,disgust,0.674623
00752,2017,02,2017-02,bbc_news_tv,control,obviously it is about donald trump now.,neutral,0.893661
00753,2017,02,2017-02,bbc_news_tv,control,began two days of parliament.,sadness,0.884313
00754,2017,02,2017-02,bbc_news_tv,control,president donald trump’s nominee for the supreme court revealed during a prime time televised address.,joy,0.593541
00755,2017,02,2017-02,bbc_news_tv,control,49-year-old neil gorsuch has taken the nomination from donald to leave the supreme court.,neutral,0.303569
00756,2017,02,2017-02,bbc_news_tv,control,"-- this is tuesday in parliament with me, alyssa mccarthy.",neutral,0.496207
00757,2017,02,2017-02,bbc_news_tv,control,absolutely.,neutral,0.772942
00758,2017,02,2017-02,bbc_news_tv,control,notice that by the time we get to the middle of the afternoon a little bit more rain moves into south-western parts of england.,neutral,0.495105
00759,2017,02,2017-02,bbc_news_tv,control,"he is 49 and lives and lives in denver, colorado.",neutral,0.762444
00760,2017,02,2017-02,bbc_news_tv,control,i was in that meeting and he never said lick.,anger,0.238685
00761,2017,02,2017-02,bbc_news_tv,control,foolish thing to do.,disgust,0.675944
00762,2017,02,2017-02,bbc_news_tv,control,that eight second accordingly.,neutral,0.901599
00763,2017,02,2017-02,bbc_news_tv,control,but they are still being quite tentative about the future.,neutral,0.462775
00764,2017,02,2017-02,bbc_news_tv,control,was public the previous year.,neutral,0.647023
00765,2017,02,2017-02,bbc_news_tv,control,"the , for the first time some computer-based hedge funds have made it into the top 20 of the best performers when it comes to knowing where to put our money for the best return.",neutral,0.476522
00766,2017,02,2017-02,bbc_news_tv,control,"there are others on the other side, like senator charles schumer, who has raised concerns about disappointment, not when it disappointment, not just when it comes to corporations, but whether judge gorsuch will uphold things like human rights.",neutral,0.593629
00767,2017,02,2017-02,bbc_news_tv,control,"standing here in a house of history, and acutely aware of my own imperfections, i pledge that if i am concerned i will do all my powers permit to be a faithful servant of the constitutional laws of this great country.",joy,0.698303
00768,2017,02,2017-02,bbc_news_tv,control,the nigeria striker has from chinese super league.,neutral,0.6543
00769,2017,02,2017-02,bbc_news_tv,control,and so these negotiations will be very important.,neutral,0.607015
00770,2017,02,2017-02,bbc_news_tv,control,talk us through the lineup of the judges in place at the moment?,neutral,0.818584
00771,2017,02,2017-02,bbc_news_tv,control,"have watched them furiously turning to the law, enforcing our constitution and living out daily the traditional oaths to administerjustice equally to rich and poor alike.",anger,0.973251
00772,2017,02,2017-02,bbc_news_tv,control,lam not close relationship with donald trump.,sadness,0.972503
00773,2017,02,2017-02,bbc_news_tv,control,we can’t sleep.,sadness,0.787872
00774,2017,02,2017-02,bbc_news_tv,control,president trump said he had impeccable qualifications and would uphold the constitution.,neutral,0.823457
00775,2017,02,2017-02,bbc_news_tv,control,it’s where the roger curry pictured in the yearbook went to high school.,neutral,0.913443
00776,2017,02,2017-02,bbc_news_tv,control,i: it is nice to see you.,joy,0.993347
00777,2017,02,2017-02,bbc_news_tv,control,"if the views the president wants to execute are unlawful, should the attorney general or deputy attorney general say ""no?",anger,0.466897
00778,2017,02,2017-02,bbc_news_tv,control,"i have manipulator, here is what he has had to say.",neutral,0.699323
00779,2017,02,2017-02,bbc_news_tv,control,"right,",neutral,0.930598
00780,2017,02,2017-02,bbc_news_tv,control,"back in west africa, the chimp clings to a keeper.",neutral,0.8515
00781,2017,02,2017-02,bbc_news_tv,control,"let say a frenchman was saying that, you need to invite him on as soon as possible.",neutral,0.94041
00782,2017,02,2017-02,bbc_news_tv,control,the british people,neutral,0.876807
00783,2017,02,2017-02,bbc_news_tv,control,"an incident packed match but 1-1 was probably a fair result although the liverpool fans will be happier with the result when you consider the month the club has had, three straight defeats at anfied coming into this match and to get a draw against a chelsea side that have been in fine form is a decent result all things considered.",joy,0.985786
00784,2017,02,2017-02,bbc_news_tv,control,"rebecca morrelle, news.",neutral,0.416389
00785,2017,02,2017-02,bbc_news_tv,control,there don’t want extremes to the left or right.,neutral,0.928417
00786,2017,02,2017-02,bbc_news_tv,control,"welcome to news, broadcasting to viewers in north america and around the globe.",joy,0.632505
00787,2017,02,2017-02,bbc_news_tv,control,"a baby chimpanzee, hungry, but safe.",joy,0.576793
00788,2017,02,2017-02,bbc_news_tv,control,i think the whole period of transition and the period of transition will be two years.,joy,0.890259
00789,2017,02,2017-02,bbc_news_tv,control,it feels very strange without 11ml.,surprise,0.495574
00790,2017,02,2017-02,bbc_news_tv,control,"but while he is serving that, barba has flown to france to play for toulon in the french top 14.",neutral,0.714661
00791,2017,02,2017-02,bbc_news_tv,control,"bit, the bottom line and in our time and terrific scientific and ten pieces and all in the mind inside porton down, black and british, bitesize, city in the and the infinite monkey cage, michael mosley: countdown to life the long view, live lessons, chris packham, radio 1 academy and trust me, i’m a doctor, newsround and inside the factory and mary beard on ancient rome, blue peter and stargazing live and operation ouch!",surprise,0.393795
00792,2017,02,2017-02,bbc_news_tv,control,it rannot think the formulation doesn’t work.,surprise,0.430908
00793,2017,02,2017-02,bbc_news_tv,control,is computed dahmer computer has won call?,surprise,0.615894
00794,2017,02,2017-02,bbc_news_tv,control,"tarry sbata, will uphold the family tradition.",neutral,0.650534
00795,2017,02,2017-02,bbc_news_tv,control,-- neil gorsuch.,disgust,0.650902
00796,2017,02,2017-02,bbc_news_tv,control,southern coasts have gales in many areas and some outbreaks of rain.,neutral,0.633403
00797,2017,02,2017-02,bbc_news_tv,control,""" roger’s wife told the police it was her idea, and nobody was prosecuted.",neutral,0.537582
00798,2017,02,2017-02,bbc_news_tv,control,rex tillerson is one of the highest qualified executives rex tillerson is one of the highest qualified executives have ever qualified executives i have ever dealt qualified executives have ever dealt with.,surprise,0.378309
00799,2017,02,2017-02,bbc_news_tv,control,through wednesday evening and into thursday yet more rain.,neutral,0.520161
00800,2017,02,2017-02,bbc_news_tv,control,"well, ten years after the iphone took the world by storm, is apple losing its shine?",neutral,0.610024
00801,2017,02,2017-02,bbc_news_tv,control,polls say one in every ten voters supports .,neutral,0.856229
00802,2017,02,2017-02,bbc_news_tv,control,he has overwhelming support from republicans and democrats.,joy,0.823755
00803,2017,02,2017-02,bbc_news_tv,control,"no president has ever been asked so speedily, but the government says the invitation to donald trump stands, dismissing criticism from a former head of the foreign office and national security adviser.",neutral,0.461882
00804,2017,02,2017-02,bbc_news_tv,control,"in the balance of my professional life, balance of my professional life, i have balance of my professional life, have had the privilege of working as a practising lawyer and teacher.",joy,0.925101
00805,2017,02,2017-02,bbc_news_tv,control,and ijust had a very good feeling around him.,joy,0.966638
00806,2017,02,2017-02,bbc_news_tv,control,but czech media quoted unconfirmed reports that the e-mails included sensitive information on the country’s nato and allies.,neutral,0.523646
00807,2017,02,2017-02,bbc_news_tv,control,burnley got up 1-0 over leicester city.,joy,0.840493
00808,2017,02,2017-02,bbc_news_tv,control,maryjo in the passenger seat.,neutral,0.459023
00809,2017,02,2017-02,bbc_news_tv,control,"if the weather’s going well, the technology’s going well, it may be say once a day we find these, if we’re lucky.",neutral,0.926643
00810,2017,02,2017-02,bbc_news_tv,control,our top story this hour: donald trump makes one of the most significant decisions of his presidency.,joy,0.349702
00811,2017,02,2017-02,bbc_news_tv,control,"in late 2015, roger curry was taken surreptitiously to england by his wife and son, and then he was abandoned.",sadness,0.85522
00812,2017,02,2017-02,bbc_news_tv,control,this is more likely.,neutral,0.912777
00813,2017,02,2017-02,bbc_news_tv,control,you talk about power.,neutral,0.414442
00814,2017,02,2017-02,bbc_news_tv,control,all right.,neutral,0.824044
00815,2017,02,2017-02,bbc_news_tv,control,exactly.,neutral,0.915125
00816,2017,02,2017-02,bbc_news_tv,control,donald trump is to focus on an export is to focus on an export strategy and trump is to focus on an export strategy and manipulate the market is to create an environment for america to flourish.,neutral,0.773397
00817,2017,02,2017-02,bbc_news_tv,control,it seems that it is elusive as ever.,neutral,0.581736
00818,2017,02,2017-02,bbc_news_tv,control,that is absolutely correct.,neutral,0.89539
00819,2017,02,2017-02,bbc_news_tv,control,buy to bill was opposed by a fellow conservative.,anger,0.704337
00820,2017,02,2017-02,bbc_news_tv,control,frankly europe has done nothing to save the world in the last seven years.,sadness,0.605935
00821,2017,01,2017-01,bbc_news_tv,control,"but, bar the odd shower, actually, still plenty of weather, with some sunshine across these more southern and eastern areas.",joy,0.461403
00822,2017,01,2017-01,bbc_news_tv,control,your life could have gone down a different path?,surprise,0.590741
00823,2017,01,2017-01,bbc_news_tv,control,"after that chilly start, temperatures slow to recover, but a degree or so higher than they will be today.",sadness,0.443077
00824,2017,01,2017-01,bbc_news_tv,control,one border guard lost an eye.,sadness,0.858126
00825,2017,01,2017-01,bbc_news_tv,control,-- big ben.,neutral,0.853677
00826,2017,01,2017-01,bbc_news_tv,control,we are.,neutral,0.949384
00827,2017,01,2017-01,bbc_news_tv,control,"britain first, to coin a phrase, and we can all predict that article 50 will indeed be invoked by march, beginning the formal process of leaving the european union.",neutral,0.75456
00828,2017,01,2017-01,bbc_news_tv,control,some of this cloud will filter its way down across england and wales.,neutral,0.954701
00829,2017,01,2017-01,bbc_news_tv,control,and so we cannot play against west ham.,neutral,0.638025
00830,2017,01,2017-01,bbc_news_tv,control,"here in the , the queen’s daughter princess anne has said her mother is feeling better after the monarch missed the traditional new year’s day church service because of what is described as a ""lingering heavy cold"".",joy,0.405642
00831,2017,01,2017-01,bbc_news_tv,control,"more than 8,000 performers from around the world have taken part in london’s new year’s day parade.",joy,0.624411
00832,2017,01,2017-01,bbc_news_tv,control,"still some showers down that east coast of england, and maybe one or two filtering through the irish sea, eventually into some north-western coasts of england.",neutral,0.923523
00833,2017,01,2017-01,bbc_news_tv,control,"but, bar the odd shower, actually, still plenty of weather, with some sunshine across these more southern and eastern areas.",joy,0.461403
00834,2017,01,2017-01,bbc_news_tv,control,including for her daughter.,disgust,0.426708
00835,2017,01,2017-01,bbc_news_tv,control,the central belt southwards it should be a and sunny start to a mostly day.,joy,0.979228
00836,2017,01,2017-01,bbc_news_tv,control,very donald trump borrowing from his own funds.,neutral,0.591867
00837,2017,01,2017-01,bbc_news_tv,control,"and it’s also, i think, the end of the french left, a bit like what happens in the .",neutral,0.728146
00838,2017,01,2017-01,bbc_news_tv,control,the people who actually initiated or supported brexit disappeared.,neutral,0.761579
00839,2017,01,2017-01,bbc_news_tv,control,"am i really chinese, or do i sound so american, or what is this?",surprise,0.647403
00840,2017,01,2017-01,bbc_news_tv,control,you’re referring to your mother’s skin colour as chocolate.,neutral,0.850434
00841,2017,01,2017-01,bbc_news_tv,control,"in 2017, we are going to get real, because we will hear the european union position as well.",neutral,0.945859
00842,2017,01,2017-01,bbc_news_tv,control,"she really did, as you describe, take on a great deal on your behalf.",neutral,0.578126
00843,2017,01,2017-01,bbc_news_tv,control,so now the two have almost become linked.,surprise,0.510492
00844,2017,01,2017-01,bbc_news_tv,control,"what you’re doing right now is the equivalent of me saying, ""now it’s raining more than ever, i’ll be here with you forever.",neutral,0.470783
00845,2017,01,2017-01,bbc_news_tv,control,"is that a good thing, bari?",neutral,0.552495
00846,2017,01,2017-01,bbc_news_tv,control,"kurdish militants have bombed soldiers and police in a worsening insurgency, recently targeting a football stadium in istanbul.",anger,0.633415
00847,2017,01,2017-01,bbc_news_tv,control,"and can we add to shift the focus to britain, i think domestically in britain, see the brexit inquisition worsening.",neutral,0.578944
00848,2017,01,2017-01,bbc_news_tv,control,"for a second time during the holiday season, the royals headed to church.",joy,0.59854
00849,2017,01,2017-01,bbc_news_tv,control,i am sure they were directing through a fog of smoke.,fear,0.871607
00850,2017,01,2017-01,bbc_news_tv,control,police arrest five men after a 12-year-old girl was killed and her 11-year-old cousin left fighting for her life in a hit-and-run in oldham.,anger,0.722383
00851,2017,01,2017-01,bbc_news_tv,control,"catharina moh, news.",surprise,0.447459
00852,2017,01,2017-01,bbc_news_tv,control,more than 50 moroccan and spanish security officers have been injured trying to prevent migrants storming a barrier protecting the spanish territory of ceuta in north africa.,sadness,0.602827
00853,2017,01,2017-01,bbc_news_tv,control,"the queen is clearly doing all she can to get rid of a lingering cold, rather than make it worse.",disgust,0.477486
00854,2017,01,2017-01,bbc_news_tv,control,"when you are in the as a black african man, i can tell you now that if you have an encounter with the police they are not going to split the hairs that you are talking about.",neutral,0.794635
00855,2017,01,2017-01,bbc_news_tv,control,your life could have gone down a different path?,surprise,0.590741
00856,2017,01,2017-01,bbc_news_tv,control,"1 he is leaving, he goes for the national team.",sadness,0.552905
00857,2017,01,2017-01,bbc_news_tv,control,"a lovely start to the day, if you wear a few layers, that is, across most of wales and northern ireland.",joy,0.963844
00858,2017,01,2017-01,bbc_news_tv,control,we will continue to fight against it.,anger,0.455966
00859,2017,01,2017-01,bbc_news_tv,control,"you know, i’ve talked to people from places like the dominican republic where they go, race is not really something.",neutral,0.949921
00860,2017,01,2017-01,bbc_news_tv,control,government aircraft are reported to have attacked wadi barada.,fear,0.687834
00861,2017,01,2017-01,bbc_news_tv,control,"some ice around after yesterday’s rain, so watch out for that.",neutral,0.838494
00862,2017,01,2017-01,bbc_news_tv,control,year.,neutral,0.773226
00863,2017,01,2017-01,bbc_news_tv,control,"for instance, my mum would often times dress as a maid to navigate this world.",disgust,0.781627
00864,2017,01,2017-01,bbc_news_tv,control,"for now, at least -- it’s much downwards.",neutral,0.904336
00865,2017,01,2017-01,bbc_news_tv,control,our reporter leanne brown joins us now from king’s cross station.,neutral,0.898137
00866,2017,01,2017-01,bbc_news_tv,control,that sounded really funny.,surprise,0.611194
00867,2017,01,2017-01,bbc_news_tv,control,zika is no longer considered a global health emergency.,fear,0.664342
00868,2017,01,2017-01,bbc_news_tv,control,"and, because it’s coming from multiple points of view, you have islamic state, the so-called group, you’ve got kurdish militants, you also have other groups that the government accuses of conducting terrorism within turkey’s borders, the question really is how long the country can cope with it.",neutral,0.806435
00869,2017,01,2017-01,bbc_news_tv,control,not at all.,neutral,0.687376
00870,2017,01,2017-01,bbc_news_tv,control,all this week news is focusing on what the big global stories might be in 2017.,neutral,0.918142
00871,2017,01,2017-01,bbc_news_tv,control,fine.,anger,0.35309
00872,2017,01,2017-01,bbc_news_tv,control,those waiting feared the worst.,fear,0.980802
00873,2017,01,2017-01,bbc_news_tv,control,you can rejoin us in five minutes on world.,neutral,0.736734
00874,2017,01,2017-01,bbc_news_tv,control,"but it should be dry, and stay dry, for the majority of us as we go through the day.",neutral,0.770583
00875,2017,01,2017-01,bbc_news_tv,control,"we are a marching band from delaware, in the .",joy,0.693956
00876,2017,01,2017-01,bbc_news_tv,control,sol year and someone still broke through.,surprise,0.460242
00877,2017,01,2017-01,bbc_news_tv,control,"there are still many unknowns when it comes to zika, but there are high hopes that 2017 will be the year we get some urgently needed answers, and tools to fight the virus.",neutral,0.933311
00878,2017,01,2017-01,bbc_news_tv,control,"in 2017, is the war in syria going to be over, do you think?",neutral,0.712236
00879,2017,01,2017-01,bbc_news_tv,control,"my family and people were suffering but because i was a child i only knew this world, you know?",sadness,0.899835
00880,2017,01,2017-01,bbc_news_tv,control,"passengers jumped into the sea to save themselves as flames engulfed the boat that was heading for a holiday island north of the capital, jakarta.",fear,0.802884
00881,2017,01,2017-01,bbc_news_tv,control,and i intend to use it.,joy,0.870949
00882,2017,01,2017-01,bbc_news_tv,control,can he pull america together in 2017?,neutral,0.874187
00883,2017,01,2017-01,bbc_news_tv,control,"our royal correspondent, peter hunt, reports.",neutral,0.808142
00884,2017,01,2017-01,bbc_news_tv,control,we will intimidate terror.,fear,0.984274
00885,2017,01,2017-01,bbc_news_tv,control,it’s the stuff of nightmares.,fear,0.928813
00886,2017,01,2017-01,bbc_news_tv,control,"i think ""great"" to some people implies the role of a superpower.",joy,0.992725
00887,2017,01,2017-01,bbc_news_tv,control,and answering our call of duty is matt.,neutral,0.941789
00888,2017,01,2017-01,bbc_news_tv,control,it’s so beautiful.,joy,0.942613
00889,2017,01,2017-01,bbc_news_tv,control,that political discontent is manifest in every single saturday evening with a big demonstration here.,anger,0.872267
00890,2017,01,2017-01,bbc_news_tv,control,what’s it like to be in london for this?,neutral,0.787119
00891,2017,01,2017-01,bbc_news_tv,control,"inside, his killing spree continued - turks and foreigners murdered, others jumping into the freezing bosphorus to escape.",anger,0.616159
00892,2017,01,2017-01,bbc_news_tv,control,the truth is we do it because we want to maintain the appearance of impartiality.,neutral,0.887678
00893,2017,01,2017-01,bbc_news_tv,control,"chung yoo-ra, a medal winning dressage rider, is being questioned whether she got preferential treatment to a university because of choi soon-sil’s friendship with the president.",anger,0.63996
00894,2017,01,2017-01,bbc_news_tv,control,crime doesn’t stop seeking out new opportunities for people.,neutral,0.549517
00895,2017,01,2017-01,bbc_news_tv,control,"a cold-feeling day, despite all that sunshine.",sadness,0.897
00896,2017,01,2017-01,bbc_news_tv,control,"today they bid farewell to ayhan arik - a brother, husband, father.",sadness,0.828174
00897,2017,01,2017-01,bbc_news_tv,control,"but it should be dry, and stay dry, for the majority of us as we go through the day.",neutral,0.770583
00898,2017,01,2017-01,bbc_news_tv,control,thank you.,neutral,0.400815
00899,2017,01,2017-01,bbc_news_tv,control,have pictures of me as a child with my mum in the background photo bombing the pictures.,anger,0.645447
00900,2017,01,2017-01,bbc_news_tv,control,i think that’s a story all too familiar for anyone who grows up in a place where there is poverty and in a place where there is oppression.,sadness,0.527667
00901,2017,01,2017-01,bbc_news_tv,control,so that’s the whole point of the joke.,joy,0.443989
00902,2017,01,2017-01,bbc_news_tv,control,"if opportunities are not afforded to communities, they afford themselves the opportunities.",joy,0.777646
00903,2017,01,2017-01,bbc_news_tv,control,"in other news: syrian activists say government forces have again bombarded a rebel-held area north-west of the capital, damascus.",fear,0.680488
00904,2017,01,2017-01,bbc_news_tv,control,every weekend linda plays sing-along classics to a pub packed with about 80 people.,surprise,0.443861
00905,2017,01,2017-01,bbc_news_tv,control,"yeah, comment is free, fact is sacred, is what we always say.",neutral,0.911019
00906,2017,07,2017-07,bbc_news_tv,control,"this week, various stores are trialling some new packaging for their ham.",neutral,0.881811
00907,2017,07,2017-07,bbc_news_tv,control,many said it could not be done.,sadness,0.562282
00908,2017,07,2017-07,bbc_news_tv,control,filippo grandi said europe had to organise a system for distributing migrants urgently.,sadness,0.376367
00909,2017,07,2017-07,bbc_news_tv,control,"but i must warn you, games are pricey.",sadness,0.704757
00910,2017,07,2017-07,bbc_news_tv,control,"he liked people, he was gregarious, he loved a laugh.",joy,0.947327
00911,2017,07,2017-07,bbc_news_tv,control,yeah that’s nice.,joy,0.806513
00912,2017,07,2017-07,bbc_news_tv,control,"i would like to remind you that the people, the cost of the 11th of september, $250,000 only.",neutral,0.344025
00913,2017,07,2017-07,bbc_news_tv,control,that’s it.,neutral,0.92201
00914,2017,07,2017-07,bbc_news_tv,control,there will be a lot more about the showers and longer spells of rain once we come to the heart of central and western scotland.,neutral,0.957442
00915,2017,07,2017-07,bbc_news_tv,control,they moved first to ardiﬁ bay nice to meet you!,joy,0.919215
00916,2017,07,2017-07,bbc_news_tv,control,""" did the prime minister received any recommendations from her colleagues before that was signed?",neutral,0.760185
00917,2017,07,2017-07,bbc_news_tv,control,"around the world, canada is recognised as a champion of human rights.",neutral,0.487024
00918,2017,07,2017-07,bbc_news_tv,control,scientists in scotland have produced a sheep called dolly that was cloned in a laboratory using a cell of another sheep.,neutral,0.489863
00919,2017,07,2017-07,bbc_news_tv,control,"this was a day that underlined that in north america, canada’s voice is distinctive and increasingly different to that of america.",neutral,0.827966
00920,2017,07,2017-07,bbc_news_tv,control,"bus lanes, they often peter out when the road narrows.",neutral,0.796481
00921,2017,07,2017-07,bbc_news_tv,control,"it will not work under the current plan is which seemed to be that they want to make, the city council wants to make driving such a horrible experience that people will be forced out of their cars and the buses.",fear,0.851396
00922,2017,07,2017-07,bbc_news_tv,control,through monday we just drag this weather front down and across the british isles.,neutral,0.914809
00923,2017,07,2017-07,bbc_news_tv,control,but the main prize went to a couple with the home crowd behind them.,surprise,0.395877
00924,2017,07,2017-07,bbc_news_tv,control,people are looking at how we can make the household budgets last.,neutral,0.944902
00925,2017,07,2017-07,bbc_news_tv,control,the world’s first clone has been produced of an adult mammal.,neutral,0.536585
00926,2017,07,2017-07,bbc_news_tv,control,he believes that many people who might have died in the past are still on the electoral roll and people are voting on their behalf.,neutral,0.835273
00927,2017,07,2017-07,bbc_news_tv,control,"the absolute priority remains looking after the victims, their family and friends, making sure they get everything they need and in doing so, when it comes to oral council, and in doing so, when it comes to local council, nothing is off the oral council, nothing is off the table.",neutral,0.839737
00928,2017,07,2017-07,bbc_news_tv,control,could the police have done more?,neutral,0.634663
00929,2017,07,2017-07,bbc_news_tv,control,and the european union says it is ready to do more to help.,neutral,0.846747
00930,2017,07,2017-07,bbc_news_tv,control,now we’ve got cafes on the street everywhere.,neutral,0.46541
00931,2017,07,2017-07,bbc_news_tv,control,"are in collapse, they are overextended.",neutral,0.49187
00932,2017,07,2017-07,bbc_news_tv,control,they had an 8-9 lead.,joy,0.486919
00933,2017,07,2017-07,bbc_news_tv,control,they first attacked one of mashal’s friends but he was eventually rescued by police.,fear,0.445836
00934,2017,07,2017-07,bbc_news_tv,control,he spoke about one conversation in particular that he had with mashal about adam and eve in which mashal is saying is incest forbidden in islam if the children of adam and eve would have had incestuous relationships with each other for mankind to exist?,disgust,0.734857
00935,2017,07,2017-07,bbc_news_tv,control,democracy activists trying to gate-crash the party.,anger,0.876456
00936,2017,07,2017-07,bbc_news_tv,control,"the whole operation feels much weaker, notjust politically - that’s obvious - but in terms of its resources and sense of power.",sadness,0.835602
00937,2017,07,2017-07,bbc_news_tv,control,they want to learn kung any style you make possible in two weeks.,neutral,0.884305
00938,2017,07,2017-07,bbc_news_tv,control,"in terms of the money, i will not commit on any individual scheme but there is a desire there and the recognition that we have to invest into alternative transport means unless we will be faced with gridlock.",neutral,0.699584
00939,2017,07,2017-07,bbc_news_tv,control,the city is not fully liberated yet.,neutral,0.503111
00940,2017,07,2017-07,bbc_news_tv,control,did the students form a mob now and what exactly was it that they found so offensive?,disgust,0.475032
00941,2017,07,2017-07,bbc_news_tv,control,"at the end of the day, they brought him down the rhine in a boat, from ludwigshafen, where he was born and where he died, to the mediaeval town of speyer, whose mediaeval cathedral was a place he loved.",sadness,0.464587
00942,2017,07,2017-07,bbc_news_tv,control,got to see you.,joy,0.87383
00943,2017,07,2017-07,bbc_news_tv,control,his coffin was taken away by an honour guard for burial.,sadness,0.570311
00944,2017,07,2017-07,bbc_news_tv,control,turning out to be quite a nice day for many parts of the southern areas.,joy,0.986745
00945,2017,07,2017-07,bbc_news_tv,control,i am impatient to get that started as soon as possible.,anger,0.986983
00946,2017,07,2017-07,bbc_news_tv,control,"when i come into a room at a conference, i can see in people’s eyes that this is the next big thing, a big evil corporation going to put things in my food that idon’t understand.",disgust,0.456073
00947,2017,07,2017-07,bbc_news_tv,control,"this hospital complex, which was a place of healing, now lies in ruins, like many other parts of mosul.",sadness,0.402515
00948,2017,07,2017-07,bbc_news_tv,control,order!,neutral,0.690338
00949,2017,07,2017-07,bbc_news_tv,control,"as part of the , those rapid transport corridors have been identified and we achieve -- we aim to achieve them.",neutral,0.907957
00950,2017,07,2017-07,bbc_news_tv,control,remember you can get in touch with remember you ran get in touch with us on remember you can get in touch with us on twitter.,neutral,0.9402
00951,2017,07,2017-07,bbc_news_tv,control,the all blacks were poor last night.,sadness,0.858843
00952,2017,07,2017-07,bbc_news_tv,control,but actually it’s also useful for interpreting the colour of meat.,neutral,0.594104
00953,2017,07,2017-07,bbc_news_tv,control,"thankfully, in the south-east, wimbledon gets off to a cloudy start - but as the day goes on, we may find just the chance of a shower as things, perversely, brighten up later on in the day.",joy,0.400097
00954,2017,07,2017-07,bbc_news_tv,control,"once we got rid of the last of saturday’s rains in the south-east, a lot of england and wales enjoys a super day.",joy,0.913339
00955,2017,07,2017-07,bbc_news_tv,control,"commanders say they have removed a cancer here, but one that has already spread.",neutral,0.652408
00956,2017,07,2017-07,bbc_news_tv,control,now it’s up to us to actually preserve and guard your legacy.,neutral,0.938641
00957,2017,07,2017-07,bbc_news_tv,control,"many states say they’re concerned about privacy, and that information could be hacked.",fear,0.913957
00958,2017,07,2017-07,bbc_news_tv,control,"he was representing the queen, who remains canadian head of state.",neutral,0.834348
00959,2017,07,2017-07,bbc_news_tv,control,"sounds crazy, i know, but dan simmons has been to holland to cook up something very special.",surprise,0.879882
00960,2017,07,2017-07,bbc_news_tv,control,but we are getting more creative with ways to solve the problem.,neutral,0.59938
00961,2017,07,2017-07,bbc_news_tv,control,a day in prospect here for the greater part of england and wales.,fear,0.621552
00962,2017,07,2017-07,bbc_news_tv,control,"with a smartphone, you just have to use what’s around you.",neutral,0.945373
00963,2017,07,2017-07,bbc_news_tv,control,this is provincial germany bidding farewell to the chancellor.,neutral,0.478419
00964,2017,07,2017-07,bbc_news_tv,control,"yesterday, we were together, joking and laughing.",joy,0.885952
00965,2017,07,2017-07,bbc_news_tv,control,they’re trying to keep his room just as it was before his death.,neutral,0.601819
00966,2017,07,2017-07,bbc_news_tv,control,"no sooner had president left, then the streets filled with protesters, marking the anniversary of the handover in their usual style.",surprise,0.546497
00967,2017,07,2017-07,bbc_news_tv,control,or is it?,neutral,0.784032
00968,2017,07,2017-07,bbc_news_tv,control,and so right now it’s being tackled by a lot of start-ups and it’s hard for those start-ups to have such a multidisciplinary approach.,neutral,0.758556
