sentence_id,year,month,year_month,source,sentence,sentiment_label,sentiment_score,confidence
00329,2020,12,2020-12,BBC News TV,"that’s right, and that is absolutely key because this is a novel pandemic so we need to keep monitoring those peopla who have the vaccine.",neutral,0,0.5612277388572693
00330,2020,12,2020-12,BBC News TV,"england has returned to a tiered system of coronavirus restrictions, after the national lockdown ended at midnight.",neutral,0,0.870129406452179
00331,2020,12,2020-12,BBC News TV,with the end of a national lockdown in england comes a new three-tier system of restrictions to get used to.,neutral,0,0.7543044686317444
00332,2020,12,2020-12,BBC News TV,"and the reason that these regulations mattered is it allows us to move to a tiered approach which, backed up by mass community testing, will help us keep control of the virus and avoid another lockdown.",neutral,0,0.5406227707862854
00333,2020,12,2020-12,BBC News TV,new guidance states that contact will be allowed in all three tiers if those visiting have tested negative for the virus.,neutral,0,0.8347805738449097
00334,2020,12,2020-12,BBC News TV,the labour leader sir keir starmer has challenged the government to publish more details of the economic impact of control measures as many businesses face uncertain weeks and months ahead.,neutral,0,0.6169421672821045
00335,2020,12,2020-12,BBC News TV,but the research into many of these negative emissions technologies is actually in its infancy and one of the pages we have seen recently is they rely quite heavily on these negative emissions technologies becoming a reality is -- a reality.,neutral,0,0.5136978030204773
00336,2020,12,2020-12,BBC News TV,"the president-elect says his top priority will be dealing with the coronavirus, and jump-starting the economy.",neutral,0,0.6641066670417786
00337,2020,12,2020-12,BBC News TV,"looking ahead to our coverage throughout the day - the prime minister will lead a coronavirus briefing from downing street later, it will cover today’s vaccine announcement and the three tiers of restrictions in england.",neutral,0,0.5031861662864685
00338,2020,12,2020-12,BBC News TV,"the has become the first country in the world to approve the pfizer/biontech coronavirus vaccine, with around 800,000 doses of the jab being made available as early as next week.",positive,1,0.6485506296157837
00339,2020,12,2020-12,BBC News TV,the medicines regulator says the vaccine - which offers up to 95% protection against coronavirus - is safe to be rolled out.,positive,1,0.721950352191925
00340,2020,12,2020-12,BBC News TV,"the health secretary says the first jabs will be prioritised to those most vulnerable to coronavirus, starting with care home residents and staff, followed by people aged over 80 and health care workers.",neutral,0,0.7593350410461426
00341,2020,12,2020-12,BBC News TV,"around 50 hospitals are on standby ready to receive the vaccine, with community vaccination centres being established in venues such as conference centres.",neutral,0,0.8965122103691101
00342,2020,12,2020-12,BBC News TV,"and this news, for so long we’ve been saying that if a vaccine is developed then things will get better in 2021, and now we can say when this vaccine is rolled out, things will get better, and we will start that process next week.",positive,1,0.8257510662078857
00343,2020,12,2020-12,BBC News TV,"we’ll start with those who are most vulnerable to coronavirus, and you need two jabs, 21 days apart.",neutral,0,0.6491249799728394
00344,2020,12,2020-12,BBC News TV,covid tests will be sent to rare work?,neutral,0,0.8951237797737122
00345,2020,12,2020-12,BBC News TV,covid tests will be sent to care homes in the immediate period rare homes in the immediate period as a way of care homes in the immediate period as a way of freeing up people to as a way of freeing up peopla to actually visit as a way of freeing up people to actually visit their loved ones in the rare actually visit their loved ones in the care homes.,neutral,0,0.7280219793319702
00346,2020,12,2020-12,BBC News TV,"we do hope we have more testing coming through into care homes so the through into rare homes so the guidance through into care homes so the guidance today on visiting means that hopefully with all things being equal, more people will be able to equal, more peopla will be able to start having equal, more people will be able to start having that really important contact with their loved ones and as we work through those technical challanges we work through those technical challenges through the coming weeks and getting the right vaccines out to quit home residents -- out to rare home to quit home residents -- out to care home residents, we can open up more widely, but i stress this isn’t going to be a quick return to normal for anybody including residents and their relatives, is going to be incremental steps, but for the first time i think we can all see some time i think we ran all see some really positive time i think we can all see some really positive light at the end of the tunnel and a way out of this.",positive,1,0.6994324922561646
00347,2020,12,2020-12,BBC News TV,we know people have questions about the vaccine already and have been asking questions today and it’s important we take the time to answer these questions and age will be doing our best to bring people the best information we can so they can make information we ran so they ran make an information we can so they can make an informed decision so we all understand just how devastating outbreaks of this virus are in care outbreaks of this virus are in rare homes so outbreaks of this virus are in care homes so ensuring that people can be homes so ensuring that people ran be protected and homes so ensuring that people can be protected and loved ones can be protected and loved ones ran be protected protected and loved ones can be protected and their staff is going to be really important.,neutral,0,0.5570884346961975
00348,2020,12,2020-12,BBC News TV,"so they have confidence in the vaccine or if they need to talk to the or nurse is about it, we should be enabling them to do hope that i would encourage everybody to look at the vaccine and to see the benefits of it and hopefully take it up in due course.",positive,1,0.7489553093910217
00349,2020,12,2020-12,BBC News TV,social media is awash with conspiracy theories and false claims about a coronavirus vaccine - worlds apart from legitimate concerns and questions.,negative,-1,0.8859604001045227
00350,2020,12,2020-12,BBC News TV,"all kinds of conspiracy theories about a coronavirus vaccine have been out there for months and every time there is breaking news, like today with the pfizer/biontech vaccine, we see the same conspiracy theories resurfacing again and again and it’s important to point out these are worlds away from legitimate questions and concerns people have questions and concerns peopla have about questions and concerns people have about the efficacy and safety of a vaccine.",negative,-1,0.7336779236793518
00351,2020,12,2020-12,BBC News TV,"a lot of anti-vaxxer communities and pseudoscience groups are trying to exploit fear and anxiety about the pandemic in order to spread disinformation about coronavirus disinformation about coronavims vaccines, disinformation about coronavirus vaccines, so ask yourself, did this person share this?",negative,-1,0.729908287525177
00352,2020,12,2020-12,BBC News TV,"england has returned to a tiered system of coronavirus restrictions, after the national lockdown ended at midnight.",neutral,0,0.870129406452179
00353,2020,12,2020-12,BBC News TV,"tier1 has the lightest restrictions - but fewer than three quarters of one million people are in this tier, where up to six people from different households can socialise indoors our first report from our political correspondentjonathan blake with the end of a national lockdown in england comes a new three tier system of restrictions to get used to.",neutral,0,0.6493849754333496
00354,2020,12,2020-12,BBC News TV,"and the reason that these regulations mattered is it allows us to move to a tiered approach which, backed up by mass community testing, will help us keep control of the virus and avoid another lockdown.",neutral,0,0.5406227707862854
00355,2020,12,2020-12,BBC News TV,new guidance states that contact will be allowed in all three tiers if those visiting have tested negative for the virus.,neutral,0,0.8347805738449097
00356,2020,12,2020-12,BBC News TV,the labour leader sir keir starmer has challenged the government to publish more details of the economic impact of control measures as many businesses face uncertain weeks and months ahead.,neutral,0,0.6169421672821045
00357,2020,12,2020-12,BBC News TV,"we know that online sales have done particularty we know that online sales have done particularly well throughout this particularty well throughout this pandemic, particularly well throughout this pandemic, however, sales within shops are traditionally a lot higher.",positive,1,0.6627719402313232
00358,2020,12,2020-12,BBC News TV,"want to protect the risk groups, the elderly, is the really groups, the elderty, is the really enough groups, the elderly, is the really enough evidence that the vaccine as safe for these groups should be better look more carefully in this issue, the vaccine may work perfectly for people like me but not perfectly for peopla like me but not for peopla perfectly for people like me but not for people like my mother who is 80 for peopla like my mother who is 80 and she for people like my mother who is 80 and she should get at first but the question is is it as safe for her as it is for me.",neutral,0,0.6289156079292297
00359,2020,12,2020-12,BBC News TV,"no doubt at home you will have questions about the vaccine, everybody is interested in what we have been hearing this morning, the vaccine has been approved for use in the and if you have questions get in touch because we are going to be answering as many as we can in the next few as many as we ran in the next few minutes.",positive,1,0.7013291120529175
00360,2020,12,2020-12,BBC News TV,"the pfizer vaccine was developed by the german pharma company biontech, it says this is the first emergency authorisation for a covid-19 vaccine worldwide.",neutral,0,0.84732586145401
00361,2020,12,2020-12,BBC News TV,we have to announce that today the first global emergency use authorisation has been granted for phase three clinical data backed covid-19 vaccine by the regulatory agency.,positive,1,0.7255501747131348
00362,2020,12,2020-12,BBC News TV,we have started immediately the process of delivering our vaccine and we expect the roll-out of the vaccine and the will happen within the next couple of days.,neutral,0,0.5567112565040588
00363,2020,12,2020-12,BBC News TV,we called our development programme for covid-19 because you cannot go faster than because you rannot go faster than light and this because you cannot go faster than light and this is what we aimed for.,neutral,0,0.6158731579780579
00364,2020,12,2020-12,BBC News TV,this journey started in january this year and was devoted to the development of a well tolerated and effective covid-19 vaccine following the highest scientific and ethical standards.,positive,1,0.544363796710968
00365,2020,12,2020-12,BBC News TV,this was a journey of 10-11 months which started with engineering multiple vaccine candidates of which several entered clinical testing phase one and april this year.,neutral,0,0.9307453632354736
00366,2020,12,2020-12,BBC News TV,"an independent data monitoring committee assessed the efficacy of a relaxing, the efficacy was assessed based on the number of confirmed covid-19 cases number of confirmed covid-19 rases starting seven number of confirmed covid-19 cases starting seven days after the second injection.",neutral,0,0.8835635781288147
00367,2020,12,2020-12,BBC News TV,"in the placebo arm, 162 cases of covid-19 were reported while in the arm with vaccinated subjects we counted eight cases.",neutral,0,0.7498522996902466
00368,2020,12,2020-12,BBC News TV,"you can see on this slide that high you ran see on this slide that high vaccine you can see on this slide that high vaccine efficacy was observed across all subpopulations including all age - all subpopulations including all age groups, also including older adults of 65 years and higher.",neutral,0,0.5886307954788208
00369,2020,12,2020-12,BBC News TV,"we observed the common reactions you would have with vaccination, including pain at injection side, fatigue, headache, muscle pain, mostly and generally these reactions were mild-to-moderate and short lived.",neutral,0,0.6434892416000366
00370,2020,12,2020-12,BBC News TV,we observed only fatigue and a small percentage and headache into percent of participants and about 98% of participants who received the first dose came back for the second shot.,neutral,0,0.7781651020050049
00371,2020,12,2020-12,BBC News TV,our mrna which we use for making the vaccine mimis which we use for making the vaccine mimics the natural mrna molecule and mimic the natural mrna molecula and has no mimics the natural mrna molecule and has no other components than the naturally well-known moleculas.,neutral,0,0.8482411503791809
00372,2020,12,2020-12,BBC News TV,the role for this pandemic is based on the simple use of this technology to make a vaccine.,neutral,0,0.6612382531166077
00373,2020,12,2020-12,BBC News TV,"it is one of the most precise vaccine technologies, it is important it is free of virus, it is a precise immune response of the immunised person is directed only against coronavirus and not only against coronavims and not against only against coronavirus and not against anything else.",positive,1,0.5552782416343689
00374,2020,12,2020-12,BBC News TV,we get an immune response by so-called get an immune response by so-ralled cells get an immune response by so-called cells which are able to see the vilest inside of cells and eliminate them and beget antibody responses which bind to the spike protein and prevent the virus from infection of human cells.,neutral,0,0.7076743841171265
00375,2020,12,2020-12,BBC News TV,"it is important this type of vaccine induces a memory immune response so it means the immune response that is generated could stay for months, maybe years to protect the vaccinated individual against infection.",neutral,0,0.5674053430557251
00376,2020,12,2020-12,BBC News TV,but we analysed this mode of action and determined that our vaccine is indeed able to induce strong antibody responses and strong cell responses.,positive,1,0.7432423233985901
00377,2020,12,2020-12,BBC News TV,we have evaluated the safety of the vaccine using a range of different essays and different species and evaluated the vaccine and the earty species and evaluated the vaccine and the early phase and younger and and the earty phase and younger and older and the early phase and younger and older adults to identify a safe and highly active dose.,neutral,0,0.7846237421035767
00378,2020,12,2020-12,BBC News TV,"this expertise also extends to global logistics infrastructure to ensure we can get to ensure we ran get the infrastructure to ensure we can get the vaccine it to everyone very quickly and together with our partner, this is our first vaccine we are testing second-generation vaccine candidates and the clinic and formulations as well.",positive,1,0.5078282952308655
00379,2020,12,2020-12,BBC News TV,"this is no different than any other vaccination, you go to your centre, you roll up your sleeve and you receive in the arm and injection at room temperature of this vaccine.",neutral,0,0.7325750589370728
00380,2020,12,2020-12,BBC News TV,"in addition we have worked at looking at transport and how it might affect the stability of the vaccine if we defrost it and transported it and we have done this to consider some of the satellite centres which everyone wants to reach, particularly care home must reach, particularty rare home must resume reach, particularly care home must resume not want to transport people resume not want to transport peopla and resume not want to transport people and the homes to a centre but the other way round and we have stability studies supporting the evidence being able to transport up to six hours at two to 8 degrees so you ran take to six hours at two to 8 degrees so you can take vials from a vaccination centre, put them and a has vaccination centre, put them and a bag and take them to the care bag and take them to the rare homes where they ran bag and take them to the care homes where they can be administered where they ran be administered directly to where they can be administered directly to patients.",neutral,0,0.7707645893096924
00381,2020,12,2020-12,BBC News TV,"we see labour pushing at the government from things like being too slow duﬂng from things like being too slow during the pandemic and this will allow boris to say, we are allow boris johnson to say, we are the first to have approved this and it offers a light at the end of the tunnel, a way out of these tiered restrictions so expect to hear a lot about that and i would expect him to poke at labour a bit about their decision to abstain on those tiered restrictions yesterday.",neutral,0,0.6899515390396118
00382,2020,12,2020-12,BBC News TV,"labour are likely to point out that even with that big hope of the vaccine and the roll-out starting from next week, there is still going to be many more months that we will be living under restrictions and i will expect labour to be pushing on the economic impact of that and how the government plans to deal with that and to fix it, and in particular there is a document that the government has which apparently shows some analysis of the worst hit sectors.",neutral,0,0.5574981570243835
00383,2020,12,2020-12,BBC News TV,i know that the whole house will want to that the whola house will want to join me in that the whole house will want to join me in welcoming the fantastic news that the has formally authorised the pfizer vaccine for covid-19.,positive,1,0.9464392066001892
00384,2020,12,2020-12,BBC News TV,"i’d like to share the congratulations with the prime minister on the creation of this new vaccine at the speed with which it has gone out and to give that congratulations especially to the engineers, technicians and scientists who delivered it.",positive,1,0.9445056319236755
00385,2020,12,2020-12,BBC News TV,"this pandemic has caused so much grief and so much loss but we are now a big step closer to the end of the tunnel and, like the prime minister, ran of the tunnel and, like the prime minister, can i expect my thanks to minister, ran i expect my thanks to everyone minister, can i expect my thanks to everyone across the house, all the scientists who have worked on this and everybody who has taken part in the trials.",neutral,0,0.5203779935836792
00386,2020,12,2020-12,BBC News TV,"delivering a vaccine fairly quickly and safely will now fairty quickly and safely will now be the fairly quickly and safely will now be the next major challenge facing the country and whatever our differences across this house, we all have a duty to play our part in this national effort and to reassure the public about the safety of the vaccine.",positive,1,0.5210434794425964
00387,2020,12,2020-12,BBC News TV,"it is not the end of our national struggle against coronavirus and that’s it’s very important that the package of moderate but tough measures that the house voted for last night, the tiered system, is followed across the country because that’s how we will continue to beat the vims.",neutral,0,0.49094709753990173
00388,2020,12,2020-12,BBC News TV,"the prime minister referenced the priority for the first phase in the top two groups are residents in care homes and are residents in rare homes and older are residents in care homes and older adults and carers, those 80 years old and over and front line social care workers.",neutral,0,0.8250060081481934
00389,2020,12,2020-12,BBC News TV,"but that is i have put so much emphasis on the continuing importance of the tiering system and mass community testing at the same time as we go forward through these tough winter months because we will need at the same time as we roll out the vaccine, and he’s right to ask about timetables, as we roll out the vaccine over the next few weeks, we will need to keep that tough tiering and testing regime in place.",neutral,0,0.7404675483703613
00390,2020,12,2020-12,BBC News TV,i do so because we all want this to work because that top category is residents in care homes and that all residents in rare homes and that all of us to be residents in care homes and that all of us to be a huge concern for many peopla.,positive,1,0.4717954397201538
00391,2020,12,2020-12,BBC News TV,"obviously we all want to overcome this problem and it’s in that spirit that i ask the prime minister what plans has he put in place to address these particular problems of getting the vaccine safely and quickly into care homes, given the practical difficulties of doing so and the anxiety that those care homes will anxiety that those rare homes will have anxiety that those care homes will have about getting it quickly?",neutral,0,0.5270007252693176
00392,2020,12,2020-12,BBC News TV,he is entirely right to raise the issue of rare entirely right to raise the issue of care homes and the ability to distribute this particular type of vaccine rapidly into care homes vaccine rapidly into rare homes because vaccine rapidly into care homes because it does need to be kept at -70 celsius as i think the house understands -- -70 degrees.,neutral,0,0.7328715324401855
00393,2020,12,2020-12,BBC News TV,"we are working on it with all of the devolved administrations in order to ensure the across the country is able and it’s the that will be in the lead, the is able to distribute it as fast and as sensibly as possible to the most vulnerable groups but he is right to raise that particular logistical difficulty, that’s it’s also important that we get the astrazeneca vaccine which we hope astrazenera vaccine which we hope will also astrazeneca vaccine which we hope will also come on stream and while will also come on stream and whila he is paying will also come on stream and while he is paying tribute to those who have been involved in the vaccines, perhaps he could also pay tribute to the work of the vaccine task force which secured the deal with pfizer and which i think you criticise only a few weeks ago.",neutral,0,0.5083149075508118
00394,2020,12,2020-12,BBC News TV,"can i also urge the prime minister, once the government has a communications plan for the vaccine, ran has a communications plan for the vaccine, can he share it with the vaccine, ran he share it with the house",neutral,0,0.8707395195960999
00395,2020,12,2020-12,BBC News TV,"we are looking at what we can do to protect all of the jobs ran do to protect all of the jobs that can do to protect all of the jobs that have been lost across the country and my friend max the secretary of state for skills has written to the insolvency department of the arcadia directors and will be doing everything we can to restore doing everything we ran to restore the high doing everything we can to restore the high streets of this country with our £1 billion high streets fund and a levelling up fund, but i must say i think it is a bit much that the honourable gentleman should attack the economic consequences of the fight against coronavirus when last night, neither he nor his troops could be bothered to vote for measures, sensible, balanced measures that would open up the economy and allow businesses to trade.",neutral,0,0.5482065677642822
00396,2020,12,2020-12,BBC News TV,how can he attack the economic consequences of our battle against coronavirus when he won’t even support measures to open up the economy?,negative,-1,0.830346405506134
00397,2020,12,2020-12,BBC News TV,"we are getting on with our programme of rolling out the vaccine with sensible tiering measures, in addition to which we are delivering more hospitals and 20,000 more police officers and he talks about abstention.",positive,1,0.6394791603088379
00398,2020,12,2020-12,BBC News TV,"when it came to protecting the peopla of when it came to protecting the people of this country from coronavirus at this critical moment, he told his troops to abstain.",neutral,0,0.5954728722572327
00399,2020,12,2020-12,BBC News TV,can he confirm to me that the sale of the existing memorial hospital which was built by pub“: memorial hospital which was built by public donation about a century ago will now help fund the new building?,neutral,0,0.8667718768119812
00400,2020,12,2020-12,BBC News TV,"any decision to allow for the sale of the hospital allow for the sala of the hospital as a allow for the sale of the hospital as a matter for the local -- is as a matter for the oral -- is a matter, but as a matterfor the local -- is a matter, but i know he is a matter, butl know he is supporting a matter, but i know he is supporting the £12 million we put in for the development of a new health and well-being centre for edenbridge.",neutral,0,0.6842577457427979
00401,2020,12,2020-12,BBC News TV,this saturday i was talking with small businesses who have had to deal with ﬂooding in businesses who have had to deal with flooding in february and the ﬂooding in february and the pandemic flooding in february and the pandemic since march.,neutral,0,0.5314294695854187
00402,2020,12,2020-12,BBC News TV,we all know it will take a long time for many industries to recover from the impact of coronavirus.,negative,-1,0.7039023637771606
00403,2020,12,2020-12,BBC News TV,after covid we will require a private sector small business led recovery.,neutral,0,0.8513637781143188
00404,2020,12,2020-12,BBC News TV,can i ask the prime minister if he will require a new discipline in the form of a small business test so that every tax and bit of legislation is measured against whether or not it will provide support for this sector which will be vital for recovery?,neutral,0,0.8038641810417175
00405,2020,12,2020-12,BBC News TV,"however, in that time, over 71,000 covid deaths, the highest rate in europe, over 2 trillion in debt, the worst performing economy in the g7.",negative,-1,0.9114950895309448
00406,2020,12,2020-12,BBC News TV,"i take her point more seriously if she and her party could be bothered to vote for measures sorry, she defied the labour whip, forgive me, speaker, she defied the injunction to dither from the ditherer in chief, but it would be a good thing, she didn’t obey the instructions to dither, but obey the to dither, but i would obey the instructions to dither, but i would take a more seriously if her party leader would vote for measures that would open up the economy whilst protecting lives across the .",neutral,0,0.5638930201530457
00407,2020,12,2020-12,BBC News TV,"her life has been devastated by the state diagnosis and said as a disabled diagnosis and said as a disablad person, she diagnosis and said as a disabled person, she cannot stand up for herself so will the prime minister meet with me to ensure that there are benefits for the sufferers of chronic fatigue and does not link to singla points chronic fatigue and does not link to single points of evidence?",negative,-1,0.9081637859344482
00408,2020,12,2020-12,BBC News TV,"8% over the last three years, and a pay rise forl million people in the as part of the biggest ever investment in the , even before covid began, and it will continue under this government.",positive,1,0.6109373569488525
00409,2020,12,2020-12,BBC News TV,"as you’ve been hearing there the become the first country in the world to approve the pfizer-biontech coronavirus vaccine - with around 800,000 doses of the jab being made available as early as next week.",neutral,0,0.5944815278053284
00410,2020,12,2020-12,BBC News TV,the vaccine offers up to 95% protection against coronavirus.,positive,1,0.5152544975280762
00411,2020,12,2020-12,BBC News TV,"hospital hubs, about 50 starting to do some of that initial vaccinating and assuring that there is enough supply of the vaccine into the country is going to be a big hurdle in the going to be a big hurdla in the coming going to be a big hurdle in the coming weeks and months.",neutral,0,0.6440314650535583
00412,2020,12,2020-12,BBC News TV,the pfizer vaccination is an true doses of three weeks apart and tme doses of three weeks apart and then true doses of three weeks apart and then another week for full immunity to kick in.,neutral,0,0.895967423915863
00413,2020,12,2020-12,BBC News TV,"the oxford university vaccine, several million and already in the country manufactured to your so that gets the green light that will help, the third vaccine, the moderna we are not due to get any doses until the spring",neutral,0,0.7335996031761169
00414,2020,12,2020-12,BBC News TV,"i think this is a really critical point, once the vaccine actually reaches the site of deployment, the vaccine can be stored under refrigerated conditions.",neutral,0,0.654208242893219
00415,2020,12,2020-12,BBC News TV,after the first dose it’s 21 days later that they have the second dose of this vaccine.,neutral,0,0.8391346335411072
00416,2020,12,2020-12,BBC News TV,how does it feel to now be in a position with your company to be able to offer a vaccine that should see the beginning of the end of this pandemic.,neutral,0,0.611217200756073
00417,2020,12,2020-12,BBC News TV,"greenhouse gas concentrations are still rising in the atmosphere, despite the covid-19lockdowns, says the head of the united nations.",neutral,0,0.7623887062072754
00418,2020,12,2020-12,BBC News TV,the becomes the first country in the world to approve the pfizer coronavirus vaccine.,positive,1,0.5307844281196594
00419,2020,12,2020-12,BBC News TV,"also this lunchtime: 55 million go into the strictest tiers in england, as new restrictions replace the second national lockdown.",neutral,0,0.7047994136810303
00420,2020,12,2020-12,BBC News TV,"at last, a hug for loved ones, as care homes prepare to give covid tests to visitors.",positive,1,0.523139476776123
00421,2020,12,2020-12,BBC News TV,"‘help is on its way’ - the words used by the health secretary, matt hancock, on the news that the has become the first country in the world to approve a coronavirus vaccine for widespread use.",neutral,0,0.6561717987060547
00422,2020,12,2020-12,BBC News TV,"the regulator the says the pfizer jab, which offers up to 95% jab, which offers up to 9596 protection jab, which offers up to 95% protection against the covid-19 illness, is now safe to begin a full roll-out after giving emergency approval.",neutral,0,0.5864353179931641
00423,2020,02,2020-02,BBC News TV,our top stories: the first coronavirus death in europe.,negative,-1,0.5875217318534851
00424,2020,02,2020-02,BBC News TV,"health officials in china have reported that the total number of deaths from the coronavirus epidemic has now passed 1,600 - with 139 new deaths and more than 1,800 new cases confirmed in the last couple of hours.",negative,-1,0.7662485837936401
00425,2020,02,2020-02,BBC News TV,"in france, an 80-year-old chinese tourist has died from the virus after visiting hubei province, the epicentre of the outbreak.",negative,-1,0.9468151330947876
00426,2020,02,2020-02,BBC News TV,it comes as the head of the world health organization has said that it’s too early to know if the outbreak will become a global pandemic.,neutral,0,0.5036971569061279
00427,2020,02,2020-02,BBC News TV,but now the new coronavirus has claimed its first victim outside asia - an elderly chinese man who had travelled to france.,negative,-1,0.6699327230453491
00428,2020,02,2020-02,BBC News TV,": last night, i was informed of the death of an 80-year-old patient who had been hospitalised at the bichat hospital since the 25th of january and who was suffering from a coronavirus lung infection.",negative,-1,0.86967533826828
00429,2020,02,2020-02,BBC News TV,285 people have now tested positive for the virus on the ship and america says it will remove all of its citizens tomorrow and them home.,negative,-1,0.699968695640564
00430,2020,02,2020-02,BBC News TV,officials have reported more than 2&00 new cases there and 139 new deaths.,negative,-1,0.5690687894821167
00431,2020,02,2020-02,BBC News TV,"in the rest of the world we only have 505 cases and two deaths while in china we have more than 66,000 cases.",negative,-1,0.5704609751701355
00432,2020,02,2020-02,BBC News TV,the headlines: a chinese tourist in his 80s has died in france after contracting coronavirus - it’s the first fatality from the disease outside asia.,negative,-1,0.8669314980506897
00433,2020,02,2020-02,BBC News TV,"here leaving hospital after being admitted with severe morning sickness while pregnant with prince george, she also described the terrible strain of the condition.",negative,-1,0.7628999948501587
00434,2020,02,2020-02,BBC News TV,"the headlines: health officials in china say the total number of deaths from the coronavirus epidemic has now passed 1,600 - with 139 new deaths and more than 1,800 new cases confirmed.",negative,-1,0.7118673920631409
00435,2020,02,2020-02,BBC News TV,"in 80% of cases, there are no prior symptoms.",neutral,0,0.7247623205184937
00436,2020,02,2020-02,BBC News TV,"health officials in china have reported the total number of deaths from the coronavirus epidemic has now passed 1,600 - with 142 new deaths and more than 2,000 new cases confirmed.",negative,-1,0.7348902821540833
00437,2020,02,2020-02,BBC News TV,it comes as the head of the world health organization said that it’s too early to know if the outbreak will become a global pandemic.,neutral,0,0.5090329647064209
00438,2020,02,2020-02,BBC News TV,"now, the new coronavirus has claimed its first victim outside of asia.",negative,-1,0.6078038811683655
00439,2020,02,2020-02,BBC News TV,": last night, i was informed of the death of an eight-year-old patient who had been hospitalised since the 25th of january and who was suffering from a coronavirus long infection.",negative,-1,0.8833770155906677
00440,2020,02,2020-02,BBC News TV,285 people have now tested positive for the virus on the ship.,neutral,0,0.49731141328811646
00441,2020,02,2020-02,BBC News TV,"for the rest of the world, we only have 500 cases and two deaths in china, there are more than 66,000 cases.",neutral,0,0.5253397822380066
00442,2020,02,2020-02,BBC News TV,"this is news, the headlines: china says deaths from the coronavirus epidemic have now passed 1,600.",negative,-1,0.5018914341926575
00443,2020,02,2020-02,BBC News TV,and in france an 80-year-old chinese tourist has become the first european covid-19 fatality.,negative,-1,0.6127369999885559
00444,2020,02,2020-02,BBC News TV,"in 80% of cases, there are no prior rases, there are no prior symptoms.",neutral,0,0.7410383224487305
00445,2020,02,2020-02,BBC News TV,"cases, there are no prior symptoms.",neutral,0,0.7041443586349487
00446,2020,02,2020-02,BBC News TV,"here leaving hospital after being admitted with severe morning sickness while pregnant with prince george, she also described the terrible strain of the condition.",negative,-1,0.7628999948501587
00447,2020,02,2020-02,BBC News TV,"this is news, the headlines: health officials in china say the total number of deaths from the coronavirus epidemic has now passed 1,600 - with 139 new deaths and more than 1,800 new cases confirmed.",negative,-1,0.6113051772117615
00448,2020,02,2020-02,BBC News TV,in france - an 80 year old chinese tourist has died - the first covid-19 fatality in europe.,negative,-1,0.8932270407676697
00449,2020,02,2020-02,BBC News TV,"resolution to legally give it the go ahead, the rules-based order, so when did the rules -based so when did the mles -based politic so when did the rules -based politics dominate global politics?",neutral,0,0.7611708045005798
00450,2020,02,2020-02,BBC News TV,"what i doubt is that your average voter this is really for political scientists and political nerds and political correspondents i think your average voter doesn’t really care, as long as the railway gets built or the universal credit get specs or what tiers or housing or the health service and so on.",negative,-1,0.5015854239463806
00451,2020,02,2020-02,BBC News TV,"our top stories: china says deaths from the coronavirus epidemic have now passed 1,600 - and in france, an 80 year old chinese tourist becomes the first european, covid-19 fatality.",negative,-1,0.7261837720870972
00452,2020,02,2020-02,BBC News TV,"health officials in china have reported the total number of deaths from the coronavirus epidemic has now passed 1,600 - with 142 new deaths and more than 2,000 new cases confirmed.",negative,-1,0.7348902821540833
00453,2020,02,2020-02,BBC News TV,it comes as the head of the world health organisation said that it’s too early to know if the outbreak will become a global pandemic.,neutral,0,0.5072296261787415
00454,2020,02,2020-02,BBC News TV,"now, the new coronavirus has claimed its first victim outside of asia.",negative,-1,0.6078038811683655
00455,2020,02,2020-02,BBC News TV,": last night, i was informed of the death of an 80-year-old patient who had been hospitalised at the bichat hospital since the 25th of january and who was suffering from a coronavirus lung infection.",negative,-1,0.86967533826828
00456,2020,02,2020-02,BBC News TV,285 people have now tested positive for the virus on the ship.,neutral,0,0.49731141328811646
00457,2020,02,2020-02,BBC News TV,"for the rest of the world, we only have 500 cases and two deaths.",negative,-1,0.5582367777824402
00458,2020,02,2020-02,BBC News TV,as china announces a drop in new cases from the coronavirus a break for a third consecutive days.,neutral,0,0.8507631421089172
00459,2020,02,2020-02,BBC News TV,"the latest headlines: chinese authorities say deaths from the coronavirus epidemic have now passed 1,600, and in france, an 80-year-old chinese tourist becomes the first european, covid-19 fatality.",negative,-1,0.7690858840942383
00460,2020,02,2020-02,BBC News TV,a quick reminder of our top story: china has insisted the outbreak of the new coronavirus is gradually coming under control after the latest figures showed a drop in the number of new cases for the third consecutive day.,neutral,0,0.6506306529045105
00461,2020,02,2020-02,BBC News TV,"the headlines: health officials in china say the total number of deaths from the coronavirus epidemic has now passed 1,600, with almost 150 new deaths and more than 2,000 new cases confirmed.",negative,-1,0.7402971386909485
00462,2020,02,2020-02,BBC News TV,"in france, an 80-year-old chinese tourist has died, the first covid-19 fatality in europe.",negative,-1,0.8961175084114075
00463,2020,02,2020-02,BBC News TV,"in 80% of cases, there are no prior symptoms.",neutral,0,0.7247623205184937
00464,2020,02,2020-02,BBC News TV,"our top stories: china says deaths from the coronavirus epidemic have now passed 1,600, and in france, an 80-year-old chinese tourist becomes the first european covid-19 fatality.",negative,-1,0.7628390192985535
00465,2020,02,2020-02,BBC News TV,"health officials in china have reported the total number of deaths from the coronavirus epidemic has now passed 1,600, with 142 new deaths and more than 2,000 new cases confirmed.",negative,-1,0.735370934009552
